Likes and Reactions,Followed Accounts,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),DIY Crafts,Data Science,Digital Marketing,Eco-Friendly Living,Fashion Modelling,Fitness and Wellness,Gaming,Gardening,Gourmet Cooking,Investing and Finance,Music Production,Pet Care,Photography,Reading and Literature,Software Engineering,Travel and Adventure,Age_25-34,Age_35-44,Age_45-54,Age_55-64,Age_65+,Gender_Male,Location_Suburban,Location_Urban,Language_Hindi,Language_Mandarin,Language_Spanish,Education Level_High School,Education Level_Master,Education Level_PhD,Education Level_Technical,Device Usage_Mobile + Desktop,Device Usage_Mobile Only,Device Usage_Tablet,Income Level_100k+,Income Level_20k-40k,Income Level_40k-60k,Income Level_60k-80k,Income Level_80k-100k,Segment
400,485,3.7,6.5,0.246,0.075,120,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1
823,235,4.9,5.6,0.062,0.003,157,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,2
5794,62,4.1,3.4,0.02,0.028,137,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
3110,408,1.6,2.2,0.017,0.05,87,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,1
5655,233,4.6,1.6,0.16,0.005,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1
167,163,0.9,5.9,0.235,0.019,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2
2606,57,2.6,6.5,0.0,0.093,117,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,3
1637,360,4.5,6.8,0.181,0.098,107,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1
497,156,3.4,7.4,0.164,0.074,124,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1
5780,402,2.4,7.2,0.183,0.025,171,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,0
9455,73,1.8,8.0,0.089,0.026,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,1
4925,358,2.2,2.7,0.205,0.065,49,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
8847,191,2.8,6.3,0.011,0.012,18,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,1
6148,134,1.9,5.1,0.189,0.095,116,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
3761,188,4.9,2.8,0.067,0.022,59,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1
3041,48,4.7,7.9,0.119,0.1,141,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1
7167,269,4.4,7.3,0.206,0.05,19,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1
5191,391,2.4,1.9,0.068,0.077,41,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
1701,12,3.6,1.2,0.046,0.0,131,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,1
1580,73,4.6,5.8,0.17,0.089,121,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,1
6330,38,4.3,5.2,0.133,0.027,88,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,1
9394,381,2.4,7.6,0.129,0.067,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,1
3376,20,1.0,2.6,0.064,0.081,100,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3
6547,106,0.8,1.6,0.009,0.016,115,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1
5599,367,3.1,2.8,0.103,0.044,153,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
6373,451,3.4,1.1,0.027,0.049,109,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,2
1399,212,4.3,1.3,0.226,0.031,151,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,2
5918,420,1.8,7.4,0.01,0.048,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,1
6801,490,1.3,3.5,0.108,0.032,99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,1
5094,30,2.2,3.9,0.013,0.036,122,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,2
7589,48,2.1,1.1,0.024,0.067,10,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0
9827,232,1.1,2.9,0.165,0.063,8,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,2
8369,111,3.5,6.6,0.162,0.023,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
2931,55,2.8,5.3,0.008,0.09,97,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,1
2821,75,3.7,6.3,0.0,0.086,46,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,1
1632,100,2.1,4.1,0.02,0.051,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2
8529,173,2.0,3.2,0.191,0.043,133,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,1
5353,468,2.6,4.4,0.146,0.038,19,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,1
2096,120,4.4,3.3,0.01,0.071,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2
5411,347,0.7,6.9,0.122,0.067,89,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,2
377,132,4.1,3.1,0.178,0.02,178,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1
3189,202,2.2,5.6,0.217,0.067,62,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,1
623,456,4.3,2.0,0.234,0.025,43,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,0
4375,108,4.1,5.8,0.082,0.002,135,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,3
5465,300,2.1,7.4,0.034,0.07,162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,1
3222,168,3.6,5.3,0.059,0.064,39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,3
8267,421,1.2,4.9,0.194,0.041,161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,1
5290,112,4.5,7.7,0.243,0.053,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
4675,394,2.3,5.4,0.117,0.095,122,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,1
7827,290,2.6,2.8,0.076,0.06,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,1
1897,52,3.7,3.0,0.107,0.066,167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,2
2231,495,4.2,5.9,0.076,0.006,160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,2
7422,93,1.6,6.1,0.064,0.017,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
6600,460,3.5,3.1,0.148,0.03,94,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1
915,200,2.3,3.4,0.004,0.054,139,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
8734,60,2.2,7.9,0.065,0.078,171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1
6766,395,3.6,1.7,0.165,0.032,99,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0
242,219,2.2,3.8,0.008,0.036,73,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1
1510,135,2.1,1.4,0.021,0.026,167,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,1
634,457,4.3,6.7,0.073,0.025,131,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,1
3464,467,1.0,1.6,0.219,0.095,56,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1
1132,78,3.5,5.7,0.191,0.064,146,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,1
3442,274,1.6,1.4,0.006,0.016,67,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
9702,267,0.6,5.7,0.125,0.072,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
6185,427,1.3,6.9,0.069,0.072,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1
4600,197,3.2,3.8,0.162,0.067,156,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,3
1272,239,3.7,4.7,0.18,0.013,172,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3
9180,198,0.6,3.8,0.216,0.041,161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3
4617,424,0.7,3.1,0.119,0.011,57,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0
8107,19,4.6,6.6,0.249,0.082,113,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1741,123,0.8,2.9,0.245,0.066,154,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
571,85,4.5,6.1,0.221,0.051,76,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
3040,173,1.5,2.4,0.144,0.034,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
8838,94,3.8,2.7,0.1,0.018,117,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
4826,58,1.9,3.4,0.091,0.011,73,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
7770,335,4.4,5.1,0.003,0.097,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
3823,186,3.7,4.2,0.062,0.02,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
463,396,2.3,6.2,0.18,0.006,79,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,1
3409,467,0.8,2.5,0.151,0.096,150,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
645,398,3.8,1.1,0.229,0.055,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,3
3340,227,3.3,6.4,0.013,0.08,34,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
6765,198,0.5,6.8,0.039,0.004,147,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1
2036,478,0.5,1.4,0.197,0.057,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,2
9254,355,4.1,5.3,0.09,0.04,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1
982,239,1.7,3.6,0.03,0.077,115,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,2
3940,264,3.4,6.6,0.249,0.004,108,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2
7023,245,2.5,7.1,0.197,0.04,111,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3
9162,35,4.4,7.0,0.102,0.08,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,0
4711,81,4.6,6.4,0.206,0.052,166,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,3
9157,270,5.0,2.9,0.17,0.055,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
5304,263,1.2,6.7,0.197,0.01,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1
7388,280,4.4,4.7,0.204,0.013,159,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,2
3303,132,1.7,1.4,0.021,0.068,77,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,3
2344,153,3.2,4.2,0.156,0.068,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
118,266,2.8,7.6,0.002,0.098,35,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,0
741,153,0.6,7.2,0.011,0.071,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,2
3183,430,4.7,1.7,0.226,0.049,34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
5300,268,0.9,6.2,0.132,0.086,153,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1
8621,445,3.6,6.6,0.184,0.01,103,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,2
965,56,4.0,2.9,0.21,0.045,138,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,1
873,360,4.1,4.3,0.237,0.029,164,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
4832,22,1.1,6.0,0.217,0.01,174,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1
3618,385,2.5,4.1,0.121,0.076,164,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,3
6895,217,4.2,1.8,0.084,0.051,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,2
7084,320,1.9,5.9,0.039,0.056,90,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1
2667,244,2.6,7.4,0.1,0.041,171,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,3
1774,158,1.7,5.6,0.092,0.046,68,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
839,331,2.6,6.4,0.14,0.012,122,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0
1645,447,4.5,3.5,0.166,0.067,162,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
9427,164,2.5,2.3,0.245,0.043,118,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,1
5227,175,3.0,5.5,0.182,0.082,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,1
7047,99,2.3,3.3,0.161,0.02,91,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,3
6720,195,2.6,7.0,0.084,0.021,44,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,1
9165,327,0.6,1.9,0.009,0.065,165,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,1
4655,367,1.8,4.0,0.072,0.085,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0
5745,183,2.5,3.8,0.192,0.047,168,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1
9043,226,3.4,7.6,0.051,0.073,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3
7224,404,2.5,2.1,0.178,0.1,99,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
9145,465,2.0,1.1,0.145,0.099,171,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1
3832,273,2.2,2.7,0.043,0.074,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0
2383,106,1.6,6.7,0.065,0.074,142,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,3
9621,126,4.7,2.5,0.124,0.025,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
8769,208,2.8,2.7,0.105,0.083,101,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1
7098,329,0.6,1.9,0.195,0.041,168,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
5513,495,0.6,6.0,0.184,0.096,160,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,1
1369,30,4.9,1.5,0.144,0.008,148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,0
7968,209,1.5,3.3,0.206,0.044,20,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,3
2703,380,4.1,3.0,0.141,0.056,22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,1
6061,456,0.8,4.9,0.241,0.041,140,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3
9761,350,4.6,6.1,0.054,0.021,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1
8669,457,4.4,4.7,0.179,0.059,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1
7657,257,3.1,7.5,0.092,0.076,129,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
